Year,Model,Total_Price,Price_per_month,Mileage,Transmission,Location,Highlight,URL
2021,Perodua Myvi X 1.5,"RM
          42,400",RM 465,"28,662 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2021-perodua-myvi-x-1.5/cxtg500
2019,Mazda 2 SKYACTIV-G 1.5,"RM
          54,400",RM 596,"70,704 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/mazda/2/2019-mazda-2-skyactiv-g-1.5/clac500
2021,Perodua Ativa AV 1.0,"RM
          61,000",RM 668,"76,214 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/ativa/2021-perodua-ativa-av-1.0/cmcg500
2011,Proton Persona Elegance High Line 1.6,"RM
          14,900",RM 264,"184,896 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2011-proton-persona-elegance-high-line-1.6/cmxg500
2020,Proton X50 TGDI Flagship 1.5,"RM
          66,000",RM 723,"61,455 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/x50/2020-proton-x50-tgdi-flagship-1.5/cse3500
2019,Perodua Aruz AV 1.5,"RM
          51,000",RM 559,"90,435 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/czyh500
2020,Mitsubishi Xpander 1.5,"RM
          67,400",RM 739,"101,572 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/xpander/2020-mitsubishi-xpander--1.5/c8vh500
2019,Proton X70 TGDI Executive 1.8,"RM
          51,900",RM 569,"114,803 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-executive-1.8/ckci500
2020,Proton Exora Turbo Premium 1.6,"RM
          38,900",RM 426,"77,207 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2020-proton-exora-turbo-premium-1.6/c45h500
2019,Perodua AXIA GXtra 1.0,"RM
          30,800",RM 338,"115,274 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-gxtra-1.0/c4rh500
2014,Kia Picanto 1.2,"RM
          20,500",RM 278,"106,260 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/kia/picanto/2014-kia-picanto--1.2/ctqf500
2020,Honda City V i-VTEC 1.5,"RM
          63,900",RM 700,"74,274 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2020-honda-city-v-i-vtec-1.5/csrg500
2013,Proton Saga FLX Executive 1.3,"RM
          13,900",RM 203,"96,156 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2013-proton-saga-flx-executive-1.3/cvtg500
2019,Honda City E i-VTEC 1.5,"RM
          54,900",RM 602,"65,864 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2019-honda-city-e-i-vtec-1.5/clyg500
2013,Honda Accord i-VTEC VTi-L 2.0,"RM
          35,500",RM 519,"200,949 km",Automatic,"CARSOME Showroom Kempas, Johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/accord/2013-honda-accord-i-vtec-vti-l-2.0/c1bg500
2022,Proton X50 TGDI Flagship 1.5,"RM
          72,400",RM 793,"24,991 km",Automatic,"CARSOME Showroom Chan Sow Lin, Kuala Lumpur 14,744.2 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-tgdi-flagship-1.5/cskd500
2019,Perodua Bezza Advance Premium 1.3,"RM
          37,400",RM 410,"102,524 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-advance-premium-1.3/c7yg500
2017,Kia Optima K5 GT 2.0,"RM
          79,800","RM 1,064","110,753 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/kia/optima-k5/2017-kia-optima-k5-gt-2.0/c21i500
2018,Perodua Alza Ez 1.5,"RM
          42,400",RM 509,"101,925 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2018-perodua-alza-ez-1.5/cagd500
2017,Toyota Vios G 1.5,"RM
          50,000",RM 667,"112,006 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2017-toyota-vios-g-1.5/cecg500
2014,Perodua Myvi EZi 1.3,"RM
          25,900",RM 352,"157,344 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2014-perodua-myvi-ezi-1.3/cmxh500
2018,Kia Cerato K3 1.6,"RM
          44,400",RM 533,"115,091 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/kia/cerato/2018-kia-cerato-k3-1.6/c1kf500
2020,Proton Saga Premium 1.3,"RM
          31,300",RM 343,"64,017 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/cs0h500
2017,Honda HR-V i-VTEC V 1.8,"RM
          56,400",RM 752,"76,161 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2017-honda-hr-v-i-vtec-v-1.8/cqah500
2023,Perodua AXIA SE 1.0,"RM
          39,800",RM 436,"8,812 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-se-1.0/c73g500
2022,Mazda CX-8 SKYACTIV-G High Plus 2.5,"RM
          152,000","RM 1,666","47,078 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/mazda/cx-8/2022-mazda-cx-8-skyactiv-g-high-plus-2.5/c0zb500
2020,Toyota Vios E 1.5,"RM
          58,400",RM 640,"115,886 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2020-toyota-vios-e-1.5/cteg500
2016,Volkswagen Polo Comfortline 1.6,"RM
          26,400",RM 359,"72,964 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/volkswagen/polo/2016-volkswagen-polo-comfortline-1.6/c0xd500
2022,Honda City S i-VTEC 1.5,"RM
          64,400",RM 706,"47,774 km",Automatic,"CARSOME Showroom Chan Sow Lin, Kuala Lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/honda/city/2022-honda-city-s-i-vtec-1.5/cesg500
2017,Perodua AXIA SE 1.0,"RM
          28,900",RM 386,"30,294 km",Automatic,"CARSOME Showroom Melaka, Melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-se-1.0/cbvh500
2018,Mazda CX-3 SKYACTIV G-Vectoring 2.0,"RM
          68,900",RM 827,"68,787 km",Automatic,"CARSOME Showroom Chan Sow Lin, Kuala Lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-3/2018-mazda-cx-3-skyactiv-g-vectoring-2.0/cxvg500
2019,Proton Iriz Standard 1.3,"RM
          25,900",RM 284,"68,909 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2019-proton-iriz-standard-1.3/c0bh500
2016,Toyota Hilux G Dual Cab 2.8,"RM
          83,400","RM 1,261","194,481 km",Automatic,"CARSOME Showroom Kota Kinabalu, Sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/toyota/hilux/2016-toyota-hilux-g-dual-cab-2.8/cpb9500
2020,Proton X70 TGDI Premium 1.8,"RM
          63,800",RM 699,"55,707 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2020-proton-x70-tgdi-premium-1.8/c6sg500
2024,Perodua Ativa AV 1.0,"RM
          66,000",RM 723,"18,944 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",With Principal Warranty,https://www.carsome.my/buy-car/perodua/ativa/2024-perodua-ativa-av-1.0/c3ta500
2012,Proton Exora Bold CFE Premium 1.6,"RM
          18,400",RM 294,"217,789 km",Automatic,,Family Drive,https://www.carsome.my/buy-car/proton/exora/2012-proton-exora-bold-cfe-premium-1.6/cm60500
2019,Mazda CX-5 SKYACTIV-G High 2.0,"RM
          80,600",RM 883,"123,646 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/mazda/cx-5/2019-mazda-cx-5-skyactiv-g-high-2.0/ck7x300
2022,Honda City V Sensing 1.5,"RM
          74,900",RM 821,"71,293 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",Daily Drive,https://www.carsome.my/buy-car/honda/city/2022-honda-city-v-sensing-1.5/cbl2400
2021,Mazda CX-8 SKYACTIV-G Mid 2.5,"RM
          123,000","RM 1,348","102,153 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Family Drive,https://www.carsome.my/buy-car/mazda/cx-8/2021-mazda-cx-8-skyactiv-g-mid-2.5/c4cj300
2018,Honda Civic TC VTEC 1.5,"RM
          82,000",RM 984,"67,175 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",Upgrade Daily Drive,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-tc-vtec-1.5/cp11400
2021,Perodua Ativa AV 1.0,"RM
          63,400",RM 695,"75,394 km",Automatic,"CARSOME Showroom Kota Kinabalu, Sabah 13,814.5 km
          away",Compact SUV,https://www.carsome.my/buy-car/perodua/ativa/2021-perodua-ativa-av-1.0/cyg4400
2015,Perodua AXIA Advance 1.0,"RM
          23,000",RM 312,"140,621 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-advance-1.0/c616400
2017,Perodua AXIA G 1.0,"RM
          29,900",RM 399,"94,029 km",Automatic,"CARSOME Showroom Kota Kinabalu, Sabah 13,814.5 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cda5400
2019,Nissan Serena S-Hybrid High-Way Star 2.0,"RM
          76,800",RM 842,"96,904 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Family Drive,https://www.carsome.my/buy-car/nissan/serena/2019-nissan-serena-s-hybrid-high-way-star-2.0/cv55400
2019,Perodua Aruz AV 1.5,"RM
          51,900",RM 569,"84,945 km",Automatic,"CARSOME Showroom Melaka, Melaka 14,822.0 km
          away",Family Drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/cqy6400
2022,Perodua Ativa AV 1.0,"RM
          62,600",RM 686,"52,116 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",Compact SUV,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-av-1.0/cbs7400
2020,Perodua Myvi AV 1.5,"RM
          49,400",RM 541,"67,838 km",Automatic,"CARSOME Showroom Kuching, Sarawak 14,543.4 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c1u8400
2020,Perodua Aruz X 1.5,"RM
          51,900",RM 569,"88,480 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",Family Drive,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-x-1.5/cop9400
2017,Honda City E i-VTEC 1.5,"RM
          48,000",RM 640,"135,828 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",Daily Drive,https://www.carsome.my/buy-car/honda/city/2017-honda-city-e-i-vtec-1.5/cega400
2019,Proton Persona Premium 1.6,"RM
          32,400",RM 355,"99,201 km",Automatic,"CARSOME Showroom Temerloh, Pahang 14,682.9 km
          away",National Daily Drive,https://www.carsome.my/buy-car/proton/persona/2019-proton-persona-premium-1.6/cf1b400
2017,Perodua Myvi SE 1.5,"RM
          29,200",RM 390,"128,878 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/c47d400
2017,Perodua Myvi Advance 1.5,"RM
          34,000",RM 454,"121,767 km",Automatic,"CARSOME Showroom Alor Setar, Kedah 14,468.6 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-advance-1.5/cftd400
2019,Perodua Bezza X Premium 1.3,"RM
          36,400",RM 399,"116,809 km",Automatic,"CARSOME Showroom Kuching, Sarawak 14,543.4 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-x-premium-1.3/crgd400
2018,Perodua AXIA SE 1.0,"RM
          30,400",RM 365,"126,949 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-se-1.0/chnd400
2019,Honda HR-V i-VTEC E 1.8,"RM
          64,200",RM 704,"103,852 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/honda/hr-v/2019-honda-hr-v-i-vtec-e-1.8/cvma400
2022,Nissan Navara PRO-4X Dual Cab 2.5,"RM
          99,800","RM 1,094","41,270 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",Adventure,https://www.carsome.my/buy-car/nissan/navara/2022-nissan-navara-pro-4x-dual-cab-2.5/clua400
2020,Perodua AXIA GXtra 1.0,"RM
          32,400",RM 355,"76,741 km",Automatic,"CARSOME Showroom Seremban Oakland, Negeri Sembilan 14,780.1 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/ceoe400
2020,Nissan Almera E 1.5,"RM
          39,900",RM 437,"99,476 km",Automatic,"CARSOME Showroom Chan Sow Lin, Kuala Lumpur 14,744.2 km
          away",Daily Drive,https://www.carsome.my/buy-car/nissan/almera/2020-nissan-almera-e-1.5/c5uf400
2020,Perodua Myvi AV 1.5,"RM
          43,800",RM 480,"92,373 km",Automatic,"CARSOME Showroom Setia SPICE, Pulau Pinang 14,555.5 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cxxc400
2018,Perodua AXIA G 1.0,"RM
          28,400",RM 341,"90,461 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cqhh400
2023,Toyota Hiace Panel 2.5,"RM
          104,500","RM 1,018","21,433 km",Manual,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Commercial,https://www.carsome.my/buy-car/toyota/hiace/2023-toyota-hiace-panel-2.5/c05i400
2016,Toyota Sienta V 1.5,"RM
          52,900",RM 719,"124,533 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Family Drive,https://www.carsome.my/buy-car/toyota/sienta/2016-toyota-sienta-v-1.5/cnfg400
2020,Honda City E i-VTEC 1.5,"RM
          60,400",RM 662,"96,163 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Daily Drive,https://www.carsome.my/buy-car/honda/city/2020-honda-city-e-i-vtec-1.5/czvh400
2019,Honda HR-V i-VTEC V 1.8,"RM
          69,800",RM 765,"108,120 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",Compact SUV,https://www.carsome.my/buy-car/honda/hr-v/2019-honda-hr-v-i-vtec-v-1.8/ch8g400
2024,Toyota Vios G 1.5,"RM
          82,900",RM 908,"14,346 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/vios/2024-toyota-vios-g-1.5/c9di400
2017,Perodua Myvi SE 1.5,"RM
          34,000",RM 454,"105,711 km",Automatic,"CARSOME Showroom Kota Kinabalu, Sabah 13,814.5 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/cwbj400
2019,Honda HR-V i-VTEC V 1.8,"RM
          70,400",RM 771,"90,233 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/honda/hr-v/2019-honda-hr-v-i-vtec-v-1.8/cabi400
2019,Proton X70 TGDI Premium 1.8,"RM
          56,900",RM 624,"95,495 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",Compact SUV,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/cmug400
2019,Volkswagen Passat 380 TSI Highline 2.0,"RM
          92,100","RM 1,009","67,209 km",Automatic,"CARSOME Showroom Johor Jaya, Johor 14,832.8 km
          away",Executive,https://www.carsome.my/buy-car/volkswagen/passat/2019-volkswagen-passat-380-tsi-highline-2.0/ca0j400
2020,Honda Civic TC VTEC Premium 1.5,"RM
          89,900",RM 985,"81,702 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",Upgrade Daily Drive,https://www.carsome.my/buy-car/honda/civic/2020-honda-civic-tc-vtec-premium-1.5/cnph400
2020,Perodua AXIA GXtra 1.0,"RM
          32,400",RM 355,"95,718 km",Automatic,"CARSOME Showroom Setiawangsa, Kuala Lumpur 14,736.0 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/cgfi400
2018,Perodua AXIA G 1.0,"RM
          24,900",RM 299,"114,007 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/chkh400
2023,Mazda CX-30 SKYACTIV-G High+ Premium 2.0,"RM
          117,500","RM 1,288","27,650 km",Automatic,"CARSOME Showroom Ipoh, Perak 14,609.1 km
          away",Compact SUV,https://www.carsome.my/buy-car/mazda/cx-30/2023-mazda-cx-30-skyactiv-g-high--premium-2.0/c8hj400
2021,Proton X50 Premium 1.5,"RM
          64,400",RM 706,"73,374 km",Automatic,"CARSOME Showroom Kota Bharu, Kelantan 14,408.9 km
          away",Compact SUV,https://www.carsome.my/buy-car/proton/x50/2021-proton-x50-premium-1.5/cnxh400
2020,Perodua Myvi AV 1.5,"RM
          46,600",RM 511,"84,899 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/coyh400
2020,Honda City E i-VTEC 1.5,"RM
          60,900",RM 667,"67,859 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",Daily Drive,https://www.carsome.my/buy-car/honda/city/2020-honda-city-e-i-vtec-1.5/curi400
2019,Mazda CX-5 SKYACTIV-G GLS 2.0,"RM
          87,000",RM 953,"112,491 km",Automatic,"CARSOME Showroom Cheras, Selangor 14,747.6 km
          away",Compact SUV,https://www.carsome.my/buy-car/mazda/cx-5/2019-mazda-cx-5-skyactiv-g-gls-2.0/c1ii400
2023,Perodua Myvi AV 1.5,"RM
          55,800",RM 611,"22,557 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/myvi/2023-perodua-myvi-av-1.5/ckui400
2022,Mitsubishi Xpander 1.5,"RM
          74,400",RM 815,"52,786 km",Automatic,"CARSOME PJ Automall, Selangor 14,748.1 km
          away",Family Drive,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/cu7h400
2020,Perodua AXIA SE 1.0,"RM
          35,400",RM 388,"80,664 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",National Daily Drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-se-1.0/ckwi400
2021,Proton Saga Premium 1.3,"RM
          33,900",RM 371,"71,990 km",Automatic,"CARSOME Showroom Juru Autocity, Pulau Pinang 14,549.9 km
          away",National Daily Drive,https://www.carsome.my/buy-car/proton/saga/2021-proton-saga-premium-1.3/cuyh400
2019,Toyota Yaris G 1.5,"RM
          55,400",RM 607,"81,086 km",Automatic,"CARSOME Showroom AEON BiG Kepong, Kuala Lumpur 14,735.7 km
          away",Daily Drive,https://www.carsome.my/buy-car/toyota/yaris/2019-toyota-yaris-g-1.5/cgsi400
2020,Perodua Aruz AV 1.5,"RM
          54,400",RM 596,"71,488 km",Automatic,"CARSOME Showroom Kuantan Avenue, Pahang 14,612.7 km
          away",Family Drive,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cdgi400
